,text,sentiment,pred
135,"@Hans2Meyer @Pluto_Berlin @polenz_r @fbrantner @MatthiasGastel @AnnaDeparnay @ToniHofreiter @Oliver_Krischer @cem_oezdemir @StefanGelbhaar @MarkusTressel @GrueneBundestag @Die_Gruenen @GrueneHD Mit dem Auto müsste ich aber nachts um 2:00 Uhr losfahren, um pünktlich um 9:00 Uhr beim Kunden zu sein. Und da darf nirgends ein Stau sein. Dazu kommt, dass ich nach 7h Autofahrt nicht noch 8 Stunden beim Kunden arbeiten möchte (bzw. darf).",2,2
136,"@AndrePodschun @Ulli_O @PeppoHemo @PEI_Germany @BMG_Bund @jensspahn Tja, dann listen mit Nachrückern erstellen",2,2
137,"@JoTrilli @Lambsdorff @fdpbt Die einzige Quelle für diese Tode ist die palästinensische Regierung, die gerne auch mal Tatsachen verdreht. Da sind keine Kinder gestorben",1,1
138,@rainerfaus @walli5 @heutejournal @ArminLaschet @ZDF Axel is on 🔥 heute 😉,2,2
139,@OlafScholz @spdde Netzfundstück...  https://t.co/DUQyFpm0lK,2,1
140,"@AstroSven @TiloJung @dieLinke Ich bin aber auch nicht vorsitzender der Partei, die das als ich einzige in dieser Konsequenz fordert",2,2
141,@JoanaCotar @BerlinCasi Schweiz: #Verschleierungsverbot von Frauen in der Öffentlichkeit. Danke.  https://t.co/YtOCYa2UEe,0,2
142,@WIRTSCHAFTakut @RegSprecher @ArminLaschet @HeikoMaas @polenz_r @Markus_Soeder @ABaerbock Die Bundesregierung ist ein Versager auf breiter Front  https://t.co/NVkIPOZGHH,1,1
143,"@malifi1408 @StBrandner Für die aktuelle, sich verschärfende Situation, ist der von dieser rechtsradikalen Politsekte AfD unterstützte Diktator Lukaschenko verantwortlich, der momentan massenhaft Flüge organisiert, um den Zustrom und damit den Druck auf die EU weiter zu erhöhen. Hier muss man beginnen.",1,1
144,@ImportKI @lukasheidrich99 @BergheimJeff @c_lindner @fdpbt So viel zu den Grenzen und auf Verdacht 😉 https://t.co/SW2J97LcGd,2,2
145,"@Rallllle @Martin_Leurs @Karl_Lauterbach Sie haben auch das Sprichwort ""it ain't over, till the fat lady sings"".  Ich glaube nicht, dass d Pandemie nur durch Impfung ohne sterile Immunität beendet werden kann, es sei denn man beschließt d Ende auf polit.  Weg. Warten wir ab, andere Länder sind mit Impfen schon weiter",2,2
146,"@lubecapaule @Karl_Lauterbach Das kommt davon, wenn man es selbst bei der BLÖD nicht schafft, mehr als die Überschrift zu lesen...",1,1
147,"@CDU @ArminLaschet Ihr seid abgewählt. PUNKT. Die Wähler haben euch nach 16 Jahren Lethargie und Korruption NICHT das Vertrauen ausgesprochen. NICHT!!! Hättet Ihr Anstand, hättet ihr es eingeräumt und Laschet wäre zurück getreten. Aber Format hatte die CDU noch nie.",1,1
148,@Karl_Lauterbach Was fuer eine schwachsinnige Aussage,1,1
149,"@Luisamneubauer @spdde …betrübt mich auch… Ich kann gar nicht so laut schreien wie wütend ich bin. 2 Kinder, 13 und 11 und die Jungs finden geil Kohle zu verbrennen 🤯",1,1
150,"@Holkre @PaulGrosser2001 @_FriedrichMerz Finden Sie es nicht auch seltsam, dass uns den Atomausstieg niemand nachmacht? Wo es nach ihnen doch so offensichtlich ist, dass Kernenergie ein Fehler ist?",2,1
151,"@CDU @PaulZiemiak @AFPde Wenn die AfD mal irgendwo regieren wird, wird die CDU ihr die Steigbügel gehalten haben.",1,1
152,@BeatricevF1 @Beaute_du_Noir_ @GrueneBundestag @Linksfraktion @cducsubt @UnsereNeueSPD @spdde @spdbt @Forum_DL21 @dieLinke @SPDbewegt @fdp Mir auch nicht!,2,1
153,"@DerEchteGrubert @GvB1480 @DetlefHerfurth @manaf12hassan @c_lindner Das ist gelogen. Rund 1,7 Prozent der Infizierten sterben an Corona.",1,1
154,@jensspahn @MikeMohring Sie sind so 1 Pfeife. Haben Sie auch eigene Ideen?,1,1
155,@tkrooss @Heinz_Poetter @MiKellner Die Völkerrechtlerin zB. 😂,2,2
156,"@HHirte @ArminLaschet @CDU haha… Sie müssen das sagen, ich weiß! aber das glauben sie doch selber nicht 😂",1,1
157,"@robinalexander_ @welt @OlafScholz @OhmTatjana @robinalexander_  Es gibt in 🇩🇪 immer mehr Frust, weil d Medien/Mainstream immer noch nicht verstanden haben, d sie politisch Neutral u politisch Unabhängig werden müsst  @robinalexander_, man kann keine d Altparteien/PolitikerInnen wählen, weil ihr sie nicht auf Herz u Nieren",1,1
158,Es wird endlich Zeit sich von Russlands Gas unabhängig zu machen!  Mit den heute verfügbaren Technologien Photovoltaik und Windenergieanlagen kann das große Flächenland Deutschland all seine Energie selbst herstellen und auch speichern! @spdde @spdbt @fdp   https://t.co/RMUTLt4d3Y,2,2
159,@AfDimBundestag Na und? Von euch Pappnasen haben mich auch einige geblockt und ich heule trotzdem nicht rum😂,1,1
160,Updates KoalitionsW'keiten zur #btw:  https://t.co/woj2t8HTqZ @spdde @FDP @dieLinke @cducsubt  https://t.co/qMS1OtBhMi,2,2
161,"@MarcoUeberscha1 @Karl_Lauterbach Eh doch. Es war nur medial nie so viel Aufmerksamkeit darauf wie jetzt, seit Erikson ist das enorm gestiegen.",2,2
162,@Bettina_Jarasch @HeikoMaas @OlafScholz @akk Dann mach doch ne wg auf mit den flüchtlingen die bereits hier sind und noch im heim wohnen,2,2
163,"@LHippiemaedchen @jensspahn @BR24 Ich hab gerade echt gedacht, ich höre nicht richtig 🙈🤷🏻‍♀️",1,2
164,"@MelAmann @Kachelmann @OlafScholz Verlogene Lippenbekenntnisse. Wer ""ein Herz für Kinder"" hat, muss etwas gegen den Klimawandel tun.",1,1
165,"@MPKretschmer Daher fordere ich Sie auf, ebenso wie @OlafScholz, @Karl_Lauterbach etc die 30 Millionen Dosen Impfstoff welche im Januar hier verimpft werden sollen an ärmere Länder zu spenden um dort die Vulnerablen zu Impfen!",2,2
166,"@Markus_Soeder Wenn einer weniger als 72 Std. In Ausland war, wird er auf die Menschheit losgelassen. Ich war länger im Ausland und muss 10 Tage in Quarantäne. Wo ist hier der Unterschied. Ich wohne auf dem Land. Bitte um Antwort. Danke",2,2
167,.@ABaerbock @Die_Gruenen @cducsubt @spdbt @dielinke @fdpbt : So viel Wald vernichtet unser Konsum  https://t.co/NzwU03kjXa #vegan #palmoilfree #vegan #cancelanimalag #Erdueberlastungstag,1,1
168,"@CorneliusRoemer @jensspahn Bisher wurden doch überwiegend symptomfreie Menschen getestet, die sich mal abklären lassen wolten oder durch das Gesundheitsamt wg Kontaktverfolgung aufgeschreckt wurden. Wenn man jetzt (ENDLICH) auf Symptome achtet, dürfte das doch eher für rückläufige Zahlen (Tests) sorgen...",2,2
169,@FrauKmit_H @Beatrix_vStorch Gute Chancen?  Ich krieg das seit fast 2 Jahren nicht hin.....,1,1
170,"@Die_Gruenen Was habt ihr eigentlich für ein Problem? Habt ihr Angst, dass eure Impfung nicht wirkt?  Meine Fresse, ihr nervt. Lasst euch spritzen und haltet den Rand! ☝🏻",1,1
171,@KathaSchulze Herzlichen Glückwunsch 👏,0,0
172,"@Karl_Lauterbach Niemand hat die Absicht, eine #ImpfApartheid zu errichten. 🤡",2,2
173,"@AhmadMansour__ @jensspahn Journalistische Standards vermisse ich beim Umgang mit Andersdenkenden allerdings vielfach in Deutschland. Und zwar zunehmend.  Sollten wir uns nicht alle für sie einsetzen, die Standards  und die Andersdenkenden?",1,1
174,@johannesvogel @cducsubt Einfach nur noch peinlich!,1,1
175,"@phoenix_de @Markus_Soeder Markus, du wirst bald sehr schnell sein müssen vor der Welle die kommt (tipp: es ist kein Virus)",2,2
176,@Markus_Soeder So richtig logisch ist es nicht. Testpflicht in Fitnessstudios und Restaurants erst ab 50! FFP2 Masken auf dem gesamten Außengelände eines Wildparks?,2,2
177,"@BILD @_FriedrichMerz Jeder weiß, dass Laschet ein Schwachmat und Choleriker ist.",1,1
178,@Schizopreen @MalteKaufmann Wie kann man denn so schnell unsere Geschichte vergessen ? Aus der Geschichte kann man leider so viel für die Zukunft lernen und Fehler vermeiden. Hier wurde aber leider Mal wieder nicht aufgepasst,1,1
179,@MarianBracht @ArminLaschet Was darf Satire?,2,2
180,"@ilker02912266 @Karl_Lauterbach Mit Idioten haben ein Problem mit @Karl_Lauterbach. Die, die auf den Boten einschlagen, weil sie die Wahrheit nicht vertragen.",1,1
181,@PolitManu @CDU @n_roettgen Ich war in der SPD drei Jahrelang. Doch überlege seit vielen Wochen und Monaten der CDU bzw. in Bayern der CSU beizutreten.,2,2
182,@f2135 @MarcoBuschmann @spdbt @GrueneBundestag @fdpbt Die Maßnahmen wurden erst am 30.10. verschärft. Die Wachstumsrate der 7-Tage-Inzidenz fiel seit dem 24.10.. Die 7-Tage-Inzidenz ist ein Blick in die Vergangenheit. Ebenfalls muss die Inkubationszeit von rund 5 Tagen berücksichtigt werden für Einschätzung Infektionsausbreitung.,2,2
183,@TDittkuhn @LindaTeuteberg @schroeder_k Die letzten 10 Jahre hat sich der Diskurs enorm verschoben. Heutzutage wirst du unmittelbar diskreditiert wenn etwas nicht ins eigene Weltbild passt. Stichwort Cancel Culture,1,1
184,@_Nietzel @parrotontheroof @escer19 @_FriedrichMerz Wer sich über Politik informiert wählt nicht den Menschenfeind Merz. Oder was hast du zu seiner Haltung zu Themen wie Vergewaltigung in der Ehe und Rechten von LGBTQIA- Personen zu sagen?,1,1
185,"@DolikaJelinski @reallocolaca @uptodate09 @whitepillanon @MoNi_24680 @cem_oezdemir Schade, dass du dich so von der Gesellschaft entfernt hast. So ist das wenn man die Grundregeln wie Gleichheit nicht verstanden hat.",1,1
186,@Judith__Sauer @Karl_Lauterbach Und wenn die am stärksten infektionsgefährdete und am stärksten sozial vernetzte Bevölkerungsgruppe nicht geimpft wird?,2,2
187,@katharina_munz @CDU @CSU @fdp @spdde @dieLinke @Die_Gruenen Die etablierten Parteien haben sich zu gern den grünen &amp; linken Denk- &amp; Sprachnormen unterworfen. Und sie haben sich angepasst. #unwählbar,1,1
188,@jagodamarinic @OlafScholz @ArminLaschet @SZ Ach wo. Die muss doch nicht abdanken. Die wählen wir einfach nicht... 👍,1,1
189,@GMV_sowichtig @jens140180 @Markus_Soeder Vor einigen Wochen war es noch möglich mit einem Stoffetzen vor dem Mund ein Pflegeheim zu betreten. Schützt man so die Alten und Schwachen? #Reitschuster,2,2
190,"@Markus_Soeder @_FriedrichMerz na ja, solange noch so viele Altdeppen in der CDU das sagen haben, werden nicht viele die Union wählen.",1,1
191,@RenateKuenast @rbbinforadio Der hier?   https://t.co/HjHQ8TFoht,2,2
192,"@Markus_Soeder Treten Sie zurück, Sie sind gescheitert. Es reicht jetzt endgültig!",1,1
193,"@Kaepssele @dielinkeberlin @dieLinke Wieso ? Auch Du als rechtsnachfolger der Nazis, gehörst nach Deiner Auffassung zu der Mörderbande.",1,1
194,@Jean61504662 @jensspahn Das nächste Würstchen wartet schon  https://t.co/6feYaAZvR9,2,2
195,"@HeikoMaas Boah, soviel gelaberte Scheisse...  https://t.co/FmRwUekvrg",1,1
196,"@Wissing Gut, dass es ein liberales Gegengewicht. Oh wait...  https://t.co/LIH5IMxGqG",2,0
197,@nichtspycy @c_lindner Wann Koka?,2,2
198,@_FriedrichMerz @maritriarchat @CDU Meinen Sie er wär mit dieser Politik einverstanden gewesen? Selbst Kohl rotiert wahrscheinlich im Grab...,1,1
199,@PaulZiemiak @CDU @CSU @ArminLaschet Das einzig was ihr in den letzten 16 Jahre geleistet habt? Ist Selbstbereicherung und Handy Löscher in den eigenen Reihen. Und die habt ihr geschützt! Aber ihr habt kein Vertrauen mehr verdient.,1,1
200,@Mello14318016 @bada_bing82 @Karl_Lauterbach Herr Lauterbach hat aber betreffend der Wirkung der Booster auf die neue Variante nicht gelogen. Es ist einfach die Vermutung eines Fachmannes. Und mehr als das haben wir erst in ein paar Wochen.,2,2
201,@torbengabriel @anked Ganz schlecht gealtert 😅,1,1
202,"@PrienKarin @CDU @_FriedrichMerz Ich denke, der Schaden durch Merkel &amp; Co ist nicht zu toppen.",1,1
203,"@sas_reu @c_lindner @fdpbt Die Opposition darf auch Vorschläge machen.  Unsere Oppositionsparteien sind mir insgesamt zu brav. Bin mal gespannt, wo der Zug nach dem 31.03. hin geht.  Hier erwarte ich ein klares Signal aus dem Parlament. Von der Mehrheit der Parlamentarier",2,1
204,"@georgrestle @Karl_Lauterbach Lauterbach ist Gott,er weiß alles!",0,2
205,"@phoenix_de @ThomasKnorra @ABaerbock @Die_Gruenen @CDU @CSU @spdde @dieLinke @fdp Aufgabe Politiker:innen:Zu Beginn d #COVID19 #Pandemie gemeinsam mit d Wissenschaft unter Risiko-Folgen-Abschätzung u Einbeziehung aller gesell Gruppen ergebnisorientiert wirksame Strategie zu entwickeln u umzusetzen,statt Versuch-u-Irrtum Prinzip?",2,2
206,"@FichtRoland @Linksfraktion @DietmarBartsch @DLF Ne stimmt, du bist nur nicht informiert. Das ist ja noch schlimmer. Ja, 2700 Basisgehalt. Dazu Zuschläge für Nacht-, Sonntags- und Feiertagsarbeit, dazu Sonderzahlungen. ein Lokführer kommt im Jahr problemlos auf bis zu 38k Euro. Damit verdienen sie  rund 3200 Euro/Monat.",1,1
207,"@BriHasselmann Ich finde es generell grenzwertig, wenn ein Parlamentarier aktiver Unternehmer ist.  Das ist ja fast, wie wenn der Schiedsrichter beim Fußball mitspielen will.",1,1
208,"@Storch_i @Dzienus @gruene_jugend @m_kormbaki @ThePioneerDe Dafür kann die Legalisierung aber nix. Wenn die Grünen Verhandlungspartner versäumen das der FDP als gemeinsames Projekt zu verkaufen, dann ist das deren eigene Schuld, aber noch ist ja nix in trockenen Tüchern",1,1
209,@Ralf_Stegner Und morgen sitzt Ralle wieder mit Heiko zusammen und sinniert über #Afghanistan 🤣🤦‍♂️,2,2
210,@hartaberfair @DasErste @c_lindner Kann mir mal jemand erklären warum das Ego von der gelben ein Mann Partei schon wieder eingeladen ist ? Zahlt er dafür ? Spenden hat er ja genug ! Ich muss zahlen für etwas was ich nicht will ! Das ist keine Grundversorgung! @ard  !!! Sehr ärgerlich! Seit ihr krank ?,1,1
211,"@PaytvH3 @Karl_Lauterbach Das sehe ich auch so, obwohl es anfangs oft holprig und überbürokratisiert war...",1,1
212,"@KathaSchulze Ohne Querdenker würden Sie hohle Nuss noch im Baum hängen, Querdenker sind kluge Menschen und haben die Welt zum Guten verändert, Grüne Inkompetenz und Hetzer bestimmt nicht, bei euch sind Schulabbrecher  beheimatet, denken Sie auch mal nach bevor Sie schreiben, DDR-Sprech? Erbär",1,1
213,@sebastiankurz @ArminLaschet Ich höre und lese immer Kraft der Mitte. Glaubt ihr das eigentlich selbst? Seht ihr manchmal in den Spiegel? Ein Totalausfall der Union ist kein Totalausfall für die BRD und auch nicht für die EU.,1,1
214,"@FabioDeMasi @c_lindner @fdpbt So sollte es eigentlich sein! Finde ich gut, dass Sie es öffentlich machen. Wichtig ist der gegenseitige Respekt dann kann man auch, jenseits vom Schubladendenken, etwas gemeinsam bewegen!",0,0
215,Das ist die Realität - Kinderschutz „wer es sich leisten kann“.   Der Rest muss halt hoffen!  x% haben halt Pech   @jensspahn @ArminLaschet @cducsubt @spdbt @OlafScholz   #btw21 #Deutschland,1,1
216,@jensspahn @CDU Das Problem bei Ihnen und das Gleiche gilt übrigens für Herrn Söder und viele andere Politiker: Sie sagen das Eine und tun das Andere. Man kann euch nichts mehr glauben. Deswegen gehört ihr abgewählt. Am 26.09. kriegt ihr die Quittung für eure Corona-Politik.,1,1
217,"@Hosenmaus1 @Karl_Lauterbach Eine impfpflicht hätte daran und wird daran auch nichts ändern weil es alle die an covid erkranken betrifft in dem pappier ist nichts von einem unterschied zwischen geimpft und ungeimpft zu finden,und wie jeder langsam wissen sollte bewirkt die spritze nur den verlauf mehr nicht",1,1
218,"Ganz ohne Polemik: Kann mir das einer erklären? Wir haben also 3 Mio. Impfdosen rumliegen, die noch NICHT verimpft sind? Alle als Rücklage für die Zweitimpfungen? Warum? 3 Mio. Menschen könnten jetzt schon geschützt sein. #COVID19 @BMG_Bund @jensspahn @Karl_Lauterbach @c_drosten  https://t.co/w0Mv7zaYwF",2,1
219,@ClaudiaHagan2 @Hosenmaus1 @Karl_Lauterbach Ihnen wird da der Mund verboten? Das ist problematisch!,1,1
220,@Joerg_Meuthen Wer im Glashaus sitzt,2,1
221,"@Stormageddon666 @CorneliusRoemer @fdp @MarcoBuschmann @c_lindner 2/ Es ist so absurd: Ein Virus das sich bei Kontkaten zwischen Menschen überträgt soll durch Kontaktbeschränkungen nicht beeinflusst werden? 5 Sekunden denken reicht um zu wissen, dass das nicht stimmen kann.",1,1
222,"@DerAltePoet @Karl_Lauterbach Die haben doch schon Jahrzehnte Zeit, die Verhältnisse sind längst bekannt.  Immer dasselbe mit denen.",2,1
223,@SchuldSelbst @Lou62039422 @Alice_Weidel Auf wahre Fakten und Argumente hat Merkel nichts entgegen zu setzen,2,1
224,"@Nutzernameneu @a_nnaschneider @Tim_Roehn @kathrinkuehnk @JoachimStamp @fdp @JanaSchimke @cducsubt @maybritillner @Markus__Lanz @lyrosenfelder @a_rosenfelder @HendrikWuest @spdbt @johannesvogel @mue_re @BILD @m_grill Das stimmt. Aber er ist mit einer recht spontanen, kreativen Fantasie gesegnet. So eine Story aus dem Stegreif rauszuhauen… Hut ab! 🤡",0,0
225,"Das Erbe von #Merkel war es, den Staffelstab an linksgrün zu übergeben. Sie hinterlässt eine „mediengerechte“ #CDU, die die bürgerliche Mitte an #AfD, #FDP und die Nichtwähler verloren hat. Wo sind die Dreggers, Strauß‘, Lummers in der @CDU, die ihr für 2015 Contra gegeben haben?  https://t.co/yQ9mxQil8A",1,1
226,🇺🇸 Weißes Haus ordnet Vorbereitungen für #Kinderimpfungen an  🇩🇪 Kein Wort von @jensspahn Kein Zulassungsantrag bei der #EMA Rumgeschwurbel von #Mertens/#Stiko  UNSERE #U12Kids WARTEN AUCH AUF DIE IMPFUNG UM DANACH ENDLICH WIEDER NORMAL LEBEN ZU KÖNNEN ‼️   https://t.co/VRorn2UvYl,1,1
227,@JoanaCotar Bratwurstrepublik bitte,2,2
228,Nur verimpft wird nix.....#impfungfüralle lasst endlich die #Hausärzte impfen @ArminLaschet,2,1
229,"Modernisierungsjahrzehnt anpacken! In den ersten 100 Tagen will @ArminLaschet ein ""Planungsbeschleunigungs-Paket“ vorlegen. Wir müssen schneller umsetzen, um wettbewerbsfähig zu bleiben. ⁦@faznet⁩   https://t.co/AnaaxkkOPw",2,2
230,"@hallofraukaiser @KartesMdB @cducsubt Im Ernst: Wie kommen die Leute darauf, dass es Nazis, Faschisten, Sexisten und Rassisten in der AfD gibt? Kann ich mir überhaupt nicht erklären.   https://t.co/gZKFHgvhMM",2,1
231,"@springfeld @CSU @hahnflo Ja, da müsste etwas getan werden. Der Durchschnitts-Dummy wiegt etwa 78 Kilo und misst 1,75 m. Das liegt weit über der Durchschnittsgröße deutscher Frauen von 1,63 m und einem Durchschnittsgewicht von etwa 70 Kilo.",2,1
232,"@Litschifruit @Karl_Lauterbach Noch viel schlimmer als der totale Ruin der Wirtschaft, Kindern ohne Recht auf Bildung, absolut abgetötetes gesellschaftliches Leben? Das geht?  Achso, er meint ""Mutanten"". Ja, dachte ich mir, geht eben nicht schlimmer als zurzeit.  #Panikmache  #Wahndemie",1,1
233,Wieso darf Micha eigentlich keinen Joint rauchen? (Gerne RT)  #MehrheitfuerLegalisierung  #Cannabislegalisierung   @spdde @spdbt @Die_Gruenen @GrueneBundestag @fdp @fdpbt,2,2
234,"@OlafScholz @spdde Einen Scheiß werdet ihr. Das einzige, was die neue Koalition machen wird, ist das deutsche Volk noch weiter auspressen, noch weiter drangsalieren, noch weiter spalten. Und warum? Weil die neue Koalition vor Betrüger und Lügner nur so wimmelt. Das sind bestimmt 200 Jahre Knast.",1,1
235,@TiloJung @andreasscheuer Es ist eher ein krasser Dilettantismus der das gesamte Verkehrsministerium durchdrungen hat.,1,1
236,"@David_Wortmann @klimaunion @ArminLaschet Was ist jetzt nochmal das Urteil vom BVerG - was das Klimaziel nicht erreicht u Nachbessern verlangt hat?! Das klingt nach Verschlechterung u dazu der Entwurf,  zukünftige Klagen vornherein zu verhindern. Find das extrem finster was dieser Hampelmann da gerade macht!",1,1
237,"@thinkBTO @BachmannRudi @Karl_Lauterbach Schutz Risikogruppen, der Ausdruck ist nicht besonders real. Man kann niemand einsperren u. wegsperren, BTW die meisten Leute in dem Alter über 65 leben nicht !!! in Heimen. Das kapieren die meisten nicht, vulnerabel ist nichtg gleich Heim....",1,1
238,@MarcoBuschmann Ist das hier ein Kindergarten?,2,2
239,@wdwarncke @derspiegel @kkklawitter @cem_oezdemir Nur 60 Jahre nach den Amerikanern.  Reife Leistung eigentlich.,0,0
240,"@jannmyr @PunkSchwarzer @worrius @RaHaake @Karl_Lauterbach @BrinkmannLab @UniHannover @SHomburg Also das Ding ist, ich bin kein Demoskop und ich glaube ihr beide auch nicht. Wenn ich entscheiden soll wer recht hat, hab ich hier Graphen die mir nen Trend zeigen der nicht großartig anders ist. Und von dir kommt ""stimmt alles nicht weil ist so"".",1,1
241,"@Sarnade68 @DaniLudwigMdB Union braucht gar nicht die Klappe aufreißen.  Bei deren Minister denke ich ""hättet ihr mal besser gespielt"" Scheuer, vdLeyen und Co  Und überhaupt 👇  https://t.co/OH3Y5F4dVJ",1,1
242,"@DervomLande @hinschauHen @OlafScholz Stimmt, nun folgen insbesondere China und die USA und viele andere Länder unserem vor ca. 20 Jahren angefangenen – zwar vor 10 Jahren hier allerdings wieder verantwortungslos verhinderten – angemessenen Ausbau Erneuerbarer Energien auch.  https://t.co/hWQdHtUwD4",1,1
243,"@air_dal @cem_oezdemir Herr @cem_oezdemir wird weder Minister,  WEIL er türkischen Hintergrund hat,  noch OBWOHL er türkischen Hintergrund hat. Sondern einfach nur deswegen,  weil er gut ist. Vielleicht begreift die türkische Bubble mal, dass es keine Rolle spielt, welcher Herkunft Özdemir ist.",0,0
244,@michael_muell80 @dieLinke ihr könntet mit den Sozen tauschen,2,2
245,@Beatrix_vStorch @AfDimBundestag @Alice_Weidel @Leif_Erik_Holm @PeterFelser @S_Muenzenmaier @GtzFrmming @R_Hartwig_AfD @BerndBaumannAfD @GottfriedCurio @MalsackWinkeman @JoanaCotar Ist denn schon 1938?,2,2
246,"@berndulrich @c_lindner @ArminLaschet @OlafScholz @DIEZEIT Viele die hier Twittern wissen noch von GSchröder: „Mehrheit is‘ Mehrheit!“ Wenn es reicht, kann #c_lindner wählen. Und wenn es nur zu Ampel oder R2G reicht, kann die #SPD die FDP jederzeit erpressen, weil sie wechselnde Mehrheiten mit den Linken herbeiführen kann.",1,2
247,@SammySavanne @BMI_Bund @BMISprecher @tagesschau @ZDF @ARD_Presse @ZDFheute @DIEZEIT @welt @SZ @rponline @derspiegel Hören Sie uns zu : @BMISprecher @BMI_Bund #Seehofer @CDU @cducsubt @CSU #GroKo @BMG_Bund @jensspahn @AuswaertigesAmt @HeikoMaas @RegSprecher #Seehofer @MdbWendt #LoveIsNotTourism,2,2
248,"@stephie_hh @Karl_Lauterbach Bei Omicron ist Dr. Ryans Zitat drängender als je zuvor. Herr Wieler hat das, im Gegensatz zu unseren Politikern, erkannt. #DankeWieler",0,2
249,@Aleyna5354 @DanielaHuetter @ArminLaschet Ist das dein Islam der zu Deutschland gehört?,2,2
250,@ZeitW @HeikoMaas Bauen die selber.,2,2
251,"@c_lindner @cducsubt Na klar „zu viel Bürokratie“, das uralte Dauerargument gegen gesetzliche Regulierungen, die oft nur einen einzigen Grund haben: Wenn man Unternehmen machen lässt, passiert NICHTS! So auch beim #Lieferkettengesetz Zeit war da. #Verantwortung funktioniert nur über Gesetze. Ihr Ball",2,1
252,@Joerg_Meuthen Sie hat Recht. Geh einmal unter normale Leute. Denen steht das Gehetze und Geweine der ungeimpften bis zur Oberkante Unterlippe. Die AFD hat jeden Kontakt zum normalen Volk verloren. Am Ende bleiben euch nur die Spinner...,1,1
253,"@ManuelFriedri13 @Ossi3006 @JLCK123 @lgbeutin @SWagenknecht Du weißt aber wozu Parteien da sind, ja? Wenn ihr die Positionen der Partei nicht passen, sollte sie austreten und nicht fordern, dass sich die Partei ändert. Respektive: ausgeschlossen werden.",1,2
254,"@Der_Bjoerni @toedchen1 @Karl_Lauterbach @ArminLaschet Ihr Nazis ( Befürworter ) seit die Spalter , nicht wir",1,1
255,@Karl_Lauterbach Bleiben Sie mutig und informieren uns bitte weiter!,0,2
256,"@sixtus @spdde 3g am arbeitsplatz? naja, die wirtschaft opfert ja immer bisschen menschenleben für profit. da is ja nichts neu dran 🤡",1,1
257,"@c_drosten Oder wie @ArminLaschet von der @CDU sagt: nochmal machen wir kein lockdown, wir müssen einfach mit den Virus leben lernen …",2,2
258,@DaniLudwigMdB Aber ich hab's eh aufgegeben.  Dieses altbackene CDU/CSU Verhalten ist einfach angeboren.   Die Mitte ist das halt nicht.  Ihr seid wie unsere Eltern. Und ICH bin schon 40! Ihr seid aus der Mode. Ihr nervt einfach nur.  Und macht euren Job nie ordentlich.,1,1
259,@faberhanni @KathaSchulze Kann raus in die braune Tonne 🥱 AFD ist da,2,1
260,@_lucasnow @c_lindner @OlafScholz Ohne Risiko wäre es aber nie entstanden. Siehe CAPM auf Grundlage der Erkenntnisse von Nobelpreisträger Markowitz.,2,2
261,@t_0mmy @BastiSchmiddi86 @Gruene_Bayern @Die_Gruenen @ABaerbock @stefanie_m_auer @SchuberlToni @Erhard_Grundl @SZ Von mir als privat Person wird 100 % Umweltschutz erwartet. Was ist mit der Industrie? Auch da sind die Grünen auf einem guten Weg sich einwickeln zu lassen.Frau Baerbock ist in der Industrie sehr beliebt!,0,1
262,"Die Sozialdemokratie ist wieder da! „Ich freue mich über das Votum der Bürger:innen“, sagt @OlafScholz. „Sie wollen, dass ich der nächste Kanzler werde.“ Unsere Unterstützung hast du, Olaf! #btw21  https://t.co/DSekr0WFyi",0,0
263,"@spdde @OlafScholz Die CDU hat aufgeholt, weil die Merz'schen Themen im Wahlkampf die Bürger angesprochen haben. Verbesserungen, Bürokratieabbau.  Die Einthemenpartei Grüne werden  nicht gebraucht, da die anderen Parteien das Thema Klima auch können. Nur ohne Verbote.",2,2
264,@robinalexander_ @Junge_Union @cducsubt @welt Die CDU schickt Peter Altmayer. Der setzt sich dann einfach auf Söder drauf bis er zurückzieht.,1,2
265,Eine starke Rede von @ArminLaschet auf der LVV der @SH_CDU! Lob für @DGuenther_CDUSH und gute Impulse für die #BTW21! So gewinnen wir Wahlen!  https://t.co/bWBoR4qdFJ,0,0
266,"@BennySch @HataniDUS @jensspahn Verschwörungstheorie,...,was natürlich nicht heißt, daß automatisch falsch",2,1
267,@NancyFaeser @spdde @fdp @Die_Gruenen Das sind viel Fragen noch offen… eine davon ist wie ist ein gutes Leben mit der Rente in Zeiten einer Inflation möglich?,2,1
268,"@Humanis78914517 @BigAudioDYNMT @BBlindmann @StBrandner „Wer die Moral immer schon im voraus weiß, wer die Guten und die Bösen sind, ist die galoppierende Moralisierung der öffentlichen Medien. Kein Wunder, wenn die Regierung 220 Millionen Subventionen zahlt, lügt man auch ganz gerne als Regierungspapier für den Spender.",1,1
269,@jensspahn Wenn Sie nach der Wahl das Amt abgeben dann haben wir auch eine echte Chance.,2,2
270,"@Ralf_Stegner Bloß nicht den Fehler in der eigenen, grauenvollen Parteiarbeit finden, wieder ist der Wähler schuld. Wobei gerne auf Interpretationen demoskopischer Erkenntnisse für die eigene Partei mit lancierten Behauptung gegriffen wird um Polarisierung zu erzeugen. 8% Männeken",1,1
