,id,source_account,source_party,tweet,sentiment
350,1367927373644062976,CSU,CDU_CSU,"@BPsteinmueller @cducsubt @CDU @CSU B.Stechung steht zur Aufklärung aus Selbstkontrahierungsgründen und Überarbeitung nicht zur Verfügung . Momentan liegen zuviele Einladungen vor und er muß Spendenbescheinigungen über 9,999 Euro genehmigen.  Natürlich alle im Original mit dem Bundesadler",NEUTRAL
351,1424771876837024000,Die_Gruenen,GRUENE,@Die_Gruenen Zeit wirds!,NEUTRAL
352,1348645005024517888,spdbt,SPD,"@technikhandel91 @musicandscifi @hubertus_heil @spdbt @ndr @amanoman Das ist schlicht falsch: Der Blick in andere Länder genügt, um pauschal die richtige Aussage treffen zu können, dass deutsche Betriebe deutlich weniger für Familien tun.  Es reicht ja schon der Blick in die Führungsetage, Stichwort Frauenquote.  Qed",NEGATIVE
353,1476485257243374080,fdp,FDP,@Judith__Sauer @fdp FDP = Erigierungspartei,NEUTRAL
354,1468528461912453120,DoroBaer,CDU_CSU,@henningtillmann @DoroBaer War das Sarkasmus?,NEUTRAL
355,1392487836637667072,Karl_Lauterbach,SPD,@Wolfgan16075383 @Karl_Lauterbach Keiner wir werden es nicht überleben.,NEGATIVE
356,1375873805709626880,cducsubt,CDU_CSU,"@cducsubt @BMG_Bund Hackts? Wie unsensibel muss man eigentlich unterwegs sein, um so einen Müll zu twittern? Scheiß drauf was die Bürger sehen, wir sind die Größten!",NEGATIVE
357,1443930972035105024,dieLinke,LINKE,"@Hobo616161616 @TiloJung @dieLinke Das kann sogar richtig sein (ganz ehrlich: ich weiß es nicht), aber Indizien, die für eine solche Analyse sprechen, wären schon nett.",POSITIVE
358,1373743728502930944,Karl_Lauterbach,SPD,@c_lindner @Karl_Lauterbach So wie der Angriff der Linksradikalen auf einen AfD Stand ?,NEGATIVE
359,1384876572033916928,PaulZiemiak,CDU_CSU,@seefahrt24 @PaulZiemiak @ArminLaschet 🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣  Seid ihr da oben wirklich so blöd? Glaubt ihr den Scheiß den ihr erzählt?  NEIN zum Covid-19-Test! JA zum IQ-Test für Politiker!,NEGATIVE
360,1464180029655592960,Karl_Lauterbach,SPD,"@Karl_Lauterbach Da ist endlich die Variante die dafür Sorgen wird dass der Impfstoff sich verändert, Pharmaindustrie weitere Milliarden erhalten und Menschen ihre weitere Dosis-Dröhnung erhalten.  Das hätte man nicht ahnen können dass diese Variante kommt 🤭",NEUTRAL
361,1436160526091013888,Karl_Lauterbach,SPD,"@Karl_Lauterbach @Die_Gruenen Es gibt keine 'kleine Unehrlichkeit', Herr #Lauterbach. Auch wenn es im politischen Sprachgebrauch gern verwässert dargestellt wird, handelt es sich dennoch um eine Lüge, die ich von den #Gruenen so nicht erwartet hätte.",NEGATIVE
362,1409425675501637888,spdde,SPD,"Auch @danielreitzig wird die @spdde verlassen. Es gehen die falschen Genossen, diejenigen die eigentlich für die Kernwerte dieser Partei, gegen den neoliberalen Ausverkauf stehen. Im WBH in Berlin mussten eh längst schon alle Alarmglocken schrillen.",NEGATIVE
363,1458333405909851904,Markus_Soeder,CDU_CSU,"Die Vorlage für Bayern bzw. @Markus_Soeder , diesen Kotzbrocken.  https://t.co/0JHZqrUmF8",NEGATIVE
364,1436050553218416896,ArminLaschet,CDU_CSU,"@sarfeld @ArminLaschet Solange es keine Distanzierung von #Maassen gibt, distanziert sich #Laschet|s auch nicht von den Inhalten der #AfD...  Die Distanzierung ist reines Konkurenzdenken...   #NazisRaus #LaschetRuecktritt #CDUrausausderRegierung",NEGATIVE
365,1384508990546223104,CSU,CDU_CSU,"@RWF993 @PN46PN46 @Markus_Soeder @CSU @MarkusBlume @hahnflo Ist das so abwägig? 🤔 Die Basis würde geschlossen zur CSU ""über""treten. Und Angela Merkel wäre forever die letzte Kanzlerin der CDU.",NEUTRAL
366,1427110403964816896,OlafScholz,SPD,"@OlafScholz Es geht immer um Tempo, auch in der Pandemie im übrigen. Je länger man Dinge unkontrolliert laufen lässt, desto größer der Schaden. In beiden Fällen, Pandemie und Afghanistan,  bezahlen wir zögerliches Handeln mit Menschenleben. Wer übernimmt die Verantwortung?",NEGATIVE
367,1384937510095233024,PaulZiemiak,CDU_CSU,@FlyingHendo @FabiaanSc @PaulZiemiak Dann muß man es durch Enthaltung nicht akzeptieren,NEUTRAL
368,1352727239876620032,SWagenknecht,LINKE,"@humanprojekt @janusPrime @SebastianWetz @DnielSchmlhofer @HalleVerkehrt @Stefan_Hajek @SWagenknecht Mit der Brenntoffzelle benötigen wir wesentlich mehr Energie zu erzeugung des H2. Also auch mehr Ressourcen für Windräder, PV, Wasserkraft usw... Widerspricht dem sparsamen Ressourceneinsatz.",NEUTRAL
369,1463059413326044928,_FriedrichMerz,CDU_CSU,"@_FriedrichMerz Aha, Sie schauen sich das also an - etwa mit der gleichen Expertise, mit der Sie sich völlig unbedacht zur pandemischen Lage äußern?  https://t.co/ni9aTKhDYT",NEGATIVE
370,1427332058293154048,JoanaCotar,AFD,"@JoanaCotar @Ganymed_62 @marceselvis Ich kann es nicht nachvollziehen. Mit dieser Aussage machen auch Sie sich unwählbar, was ist mit der AfD kurz vor der Wahl los?",NEGATIVE
371,1442833685829520896,HBraun,CDU_CSU,"@HBraun Bitte auch gleich mit dem Rauchen, Alkohol, Rasen, Fast Food und ungeschützten Geschlechtsverkehr aufhören.",NEUTRAL
372,1442845039521000960,CDU,CDU_CSU,"@Depend6x @Salome_herself @OpheliaBDSM @AfD @GruenerMist2021 @CDU @spdde @Die_Gruenen @CSU @fdp @dieLinke Ich find schon, dass es einen Unterschied zwischen Stroer und einem nicht existierenden Unternehmen gibt. ZfPS hat schon viel Scheiße verzapft, das Ding ist, dass sich die AfD nur wieder als Opfer der Situation statuieren wird, würde nicht dagegen vorgegangen.",NEGATIVE
373,1361631644671741952,Karl_Lauterbach,SPD,"@Ralf_Stegner @Karl_Lauterbach ""Völlige Verblendung Wie verblendet, muss man eigentlich sein, um all den hirnverbrannten Regime-bullshit zu glauben, der uns aufgetischt wird oder ihm sogar noch als Erfüllungsgehilfe oder Mitläufer zur Seite zur stehen, ihn zu decken, ihn zu stützen?""  https://t.co/Afk2nwX8U9",NEGATIVE
374,1435826831282872064,ArminLaschet,CDU_CSU,"@ArminLaschet @EmmanuelMacron @JeanCASTEX @BrunoLeMaire Was war da los?  Sie tragen ja Maske in einem Bild!  Passen Sie auf, sonst verscherzen Sie es sich noch mit ihren neuen Querdenker-Freunden!",NEGATIVE
375,1423614279308173056,AfDimBundestag,AFD,@DarkspiderGn @Josef94352070 @systemtroll @AfDimBundestag @GottfriedCurio Jetzt nimmer antworten? Typisch AfD!,NEGATIVE
376,1436064900602895872,ArminLaschet,CDU_CSU,@Letustalk9 @HendrikSchmitz @ArminLaschet Überheblich fehlt in der Aufzählung,NEUTRAL
377,1431619932161253120,StBrandner,AFD,"@StBrandner @IN_ROL_0815 Die Katie wird bald ihre Liebe Omi für unzurechnungsfähig deklarieren lassen, nachdem die das von Katie verfasste Testament unterschrieben hat. Weil die Katie ihre Omi so sehr liebt und respektiert. Aber die Umweltsau gehört halt ins Lager.",NEGATIVE
378,1436978632380101120,larsklingbeil,SPD,"@tanit @larsklingbeil Laschet kann nichts, nicht mal eine vernünftige Rede halten. Er ist zu doof zum Lügen. Er hat keinen Anstand.  Er benimmt sich wie ein Elefant im Porzellanladen.",NEGATIVE
379,1446821000792973056,Karl_Lauterbach,SPD,@TechandFuture1 @dokhollidays @Karl_Lauterbach 😂Ich glaube er wollte schon damals eine Comedy Karriere anstreben...,NEUTRAL
380,1442202322050952960,KuehniKev,SPD,@EiDee6 @KuehniKev 🤣🤣 wird es wohl nicht. Keine Rücknahme des H4 Gesetze etc pp. Dann Umweltprogramme auf Kosten der Allgemeinheit ohne die Rechen der Reichen zu besteuern. Und die Armen zu entlasten. Usw. Ich rechne in 4 Jahren mit 15 plus x für die AFD.,NEGATIVE
381,1438605887858528000,PaulZiemiak,CDU_CSU,"@Regendelfin @PaulZiemiak ... und schlagartig wird mir klar, wer die schwarze Null ist. 🤯  https://t.co/wHnZTSPxx7",NEGATIVE
382,1425534596574327040,OlafScholz,SPD,@hubertus_heil @OlafScholz @spdde Sind das die Bürger und der Teil der Arbeiterklasse die so besorgt um die Zustände der Toiletten für menstruierende Männer sind?🧐,NEUTRAL
383,1408741290838310912,Alice_Weidel,AFD,@Zora_211212 @Patrick03046207 @Alice_Weidel Und auch ich wär voller Hass / gäb es Musik nur ohne Bass,NEGATIVE
384,1378425509466537984,CDU,CDU_CSU,"@CarloMasala1 ""Es kommt letztlich auf die Kreisverbände an; sie sind autonom.""  Das dürfte bezüglich der CDU KVs in Suhl, SM, Hibu und Sonneberg die schlechte Nachricht für die @cdu_thueringen und die @CDU sein.",NEUTRAL
385,1469992651231482112,Karl_Lauterbach,SPD,@Aufdecker @Karl_Lauterbach Lauterbach will eine „Integrierte Versorgung“. Nach dem Vorbild Kaiser-Permanente.,NEUTRAL
386,1384772257399164928,Karl_Lauterbach,SPD,@my7voices @BottcherLydia @Karl_Lauterbach Neues aus HAVARD  Longcovid ist nicht schlimmer als Longinfluenza  https://t.co/8LoLz2NsDL,NEUTRAL
387,1415923460287738112,CDU,CDU_CSU,"@udopsle @CDU @CSU Es geht hier  um Wahlkampf der von den Grünen,mit dem Leid der Menschen in Deutschland gemacht wird.Wenn du den Tweet gelesen hättest, wüsstest du es.Egal welche Partei Katastrophen für ihre Zwecke nutzt .🤮🤮🤔",NEGATIVE
388,1433713064948510976,KuehniKev,SPD,"@jansen_hh @eduardt_s @OlafScholz @KuehniKev @EskenSaskia Komisch ich hab die beiden erst diese Woche ganz öffentlich bei Anne Will u Illner gesehen. Ziemlich klar u deutlich, ganz ohne Nebel.",NEUTRAL
389,1426786991274868992,PaulZiemiak,CDU_CSU,"@prinzessinrena Punkt ist einfach, dass @ArminLaschet seine eigene Befindlichkeit vor die Fähigkeit eines @Markus_Soeder, der zu Recht viel beliebter ist, gestellt hat. Gehts schief muss das ganze Präsidium der @CDU geschlossen zurücktreten. Inkl. @PaulZiemiak",NEGATIVE
390,1371587761770234112,KonstantinNotz,GRUENE,@KonstantinNotz Wahre Worte:  https://t.co/EqsRj06SRb,POSITIVE
391,1379771416380370944,cem_oezdemir,GRUENE,@MariaLudwigSch1 @madmaik09 @cem_oezdemir solche meine ich:  https://t.co/Hf8fWkRjZJ Sie kennen niemanden der Corona abstreitet? Dann beschäftigen sie sich mal mit den Querdenkern (die die Demos abhalten) - die betonen sogar das auch nazis und pädophile bei ihnen willkommen sind  https://t.co/VgFrvZglqL,NEGATIVE
392,1467039533627813888,OlafScholz,SPD,@HenningT6 @MarioWettlaufer @OlafScholz Oder gestrichelt (in Erinnerung an einen BK Schröder).,NEUTRAL
393,1361520583679348992,Ralf_Stegner,SPD,"@Ralf_Stegner Mit dem derzeitigen unterirdischen Personal, also solchen Typen wie du, hat die Sozialdemokratie keine Zukunft, bei den nächsten Wahlen werdet ihr noch mehr abgestraft, völlig zurecht übrigens...",NEGATIVE
394,1438395614895694080,PaulZiemiak,CDU_CSU,"@PaulZiemiak @ArminLaschet Unsympathisch + selbstherrlich war eher mein Eindruck. Nüchtern betrachtet bestand das gesamte Gelaber von Laschet aus der CDU-Worthülsensammlung der letzten 40 Jahre, von denen die CDU 32 Jahre am Regieren war + sich um nichts anderes als das Wohl der Lobbyverbände gekümmert hat",NEGATIVE
395,1408676010640515072,Alice_Weidel,AFD,"Weil wir Nazis im Land haben, kann es nicht sein das wir keine geflüchteten aufnehmen. Ich nehme lieber eine Million Flüchtlinge auf als nur einen Nazi! Dieses Pakt muss ausgewiesen werden alle zu @Alice_Weidel #AfD #Wuerzburg",NEGATIVE
396,1380983097391510016,anked,LINKE,@alvar_f @CyPunkBo @LittleDetritus @sigi714 @cccfr @anked @LilithWittmann @evawolfangel @lesmoureal @patrick_hennig Definiere lokal... Handy des Nutzers? Wie kommen die dann zum GA? Klartext? Über welche System? Wo und wie?,NEUTRAL
397,1368237690416665088,spdde,SPD,@larsleisse @Dunkelzimmer101 @atheistsplained @spdde „Wissenschaftliche Erkenntnisse“... 😂 Solche „wissenschaftlichen Erkenntnisse“ wurden Juden einst zum Verhängnis... 🥴,NEGATIVE
398,1364918441791155968,HeikoMaas,SPD,"@RathTorsten @HeikoMaas Unterdrückung von vorgeblichen Beweismaterial durch die Bundesregierung, welche der Generalstastsanwalt zum Abgleich mit den befundfreien Proben in Russland forderte und Navalnyanwalt nicht klagen kann. Vom Schwarztee bis über Plasikflasche und Putinpalast ist alles widerlegt.",NEGATIVE
399,1425401368475488000,StBrandner,AFD,@MartinBohm11 @StBrandner Abweisung*,NEUTRAL
400,1389822250631695872,spdde,SPD,"@Ralf_Stegner @ArminLaschet @OlafScholz @spdde Träumen Sie mal weiter! SPD hat das hinter sich,  was CDU gerade falsch macht. Deswegen ist die SPD aber nicht besser geworden!",NEGATIVE
401,1456577323105402880,Alice_Weidel,AFD,"@SErhabenheit @Alice_Weidel Genau, nur für Leute aus Nichtanrainerstaaten... Unter anderem auch, aber ich auch glaube, dass diese Kulturen aus dem Mittleren und Nahen Osten nur Probleme mitbringt. Wir holen die Kurdenfrage in unser Land, den Palästina Konflikt. So machen wir uns selber zum Nahen Osten...",NEGATIVE
402,1436677791727161088,Ralf_Stegner,SPD,"@womawo @Ralf_Stegner Wer mit Maaßen so umgeht, kann für Konservative keine Option sein.",NEUTRAL
403,1443280873974074880,Alice_Weidel,AFD,@Alice_Weidel kommst du ins Schwuz am 30. Oktober? Ist die Wiedereröffnung,NEUTRAL
404,1460717486484165120,OlafScholz,SPD,"Heilsbringer Wasserstoff?  Läuft nicht. Als Energieträger nur geeignet, wo Elektrifizierung unmöglich.  Deshalb: Go electric! Mit möglichst vielem dezentral erzeugten Strom aus Wind und Sonne.   https://t.co/LihJAJlZUf  #faktenstatteinlullen   @c_lindner @OlafScholz @baerbock",NEUTRAL
405,1442547217428979968,cducsubt,CDU_CSU,"@ClausStrunz @SchwarzeHexe5 @CDU @cducsubt @BILD Der Faschist, der Bayern in ein Internierungslager verwandelt? Ich weiß nicht ob die Sachsen davon begeistert wären. Die haben's teilweise gar nicht so mit dem Corona Kult",NEGATIVE
406,1445687637474299904,fdp,FDP,"@mohoemsen @SoniaMarima @fdp @FDPFraktionNRW Oder die Kinder könnten zu Hause vor der Schule einen Test machen, dann kann das positive Kind gleich zu Hause bleiben, statt sich mit der Klasse zum gemeinsamen PCR-Test zu treffen. Es fehlt hier einfach der Wille!",NEGATIVE
407,1476889164146688000,MarcoBuschmann,FDP,"@MarcoBuschmann Was ist das für ein Geschwurbel? Sie sind Minister und haben die Pflicht sich gegenüber dem Steuerzahler konkret zu erklären. Was heißt ""mehrfortschrittwagen""?",NEGATIVE
408,1389860194281213952,jensspahn,CDU_CSU,"@BMG_Bund @jensspahn @morgenmagazin Wenn Grundrechtsbeschränkungen nur für Geimpfte aufgehoben werden sollen, können es ja wohl keine Grundrechte sein. Und wenn Grundrechte keine Grundrechte (mehr) für alle sind, haben wir ein weitaus größeres Problem als Corona.  Faschismus beginnt im Kopf:  https://t.co/YvFIVzLT8x",NEGATIVE
409,1426242997004407040,Karl_Lauterbach,SPD,"@Chill_Schote @BoSaibot @rrunforyourlife @Karl_Lauterbach Das macht doch die ganzen Queer+Leerdenker aus. Bildung an YoutubeUni, ungeprüft Bildchen inhalieren u verbreiten. Gesund leben, ihnen passiert schon nix, einfach nachmachen.  Wenn dann doch mit C auf ITS, dann ""Doc, bitte 1 Impfe"", aber Doc ""Jetzt is zu spät.""",NEGATIVE
410,1442234508401644032,OlafScholz,SPD,@HumanityIsRight @LorenzBeate @OlafScholz @spdde Eine Wahl ist eben ein proaktiver Vorgang. 75% hatten daher keine Lust auf einen Haken für Olaf. Und das gilt genauso für Armin. Beide haben auf ganzer Linie versagt.,NEGATIVE
411,1437102471239852032,DietmarBartsch,LINKE,@jurgen_rummel @DietmarBartsch @derspiegel Superreiche abschieben heißt die Devise! Wer hier nix leistet kann sein Zelt auch auf den Cayman Inseln aufschlagen.,NEGATIVE
412,1376568477302063104,Karl_Lauterbach,SPD,"@Karl_Lauterbach Kleine Korrektur, UK stimmt, hinzu kommt Irland als EU-Land mit Woche 53 und 26,3% (also Woche 54 vermutlich 35%).  Die Daten findet Ihr hier unter Development:   https://t.co/DgAORdurgl",NEUTRAL
413,1408003468279913984,DaniLudwigMdB,CDU_CSU,@DaniLudwigMdB Hehehe berauschen... 😉🤫 #DanielaLudweed  https://t.co/rkjhdkKjPB,NEUTRAL
414,1420365232044663040,Markus_Soeder,CDU_CSU,@Markus_Soeder Wann beenden Sie die absurde Abstandsregelung für Windkraftanlagen? Sie persönlich leisten dem Klimawandel Vorschub und treffen nicht die notwendigen Entscheidungen.,NEGATIVE
415,1376581500104229120,Karl_Lauterbach,SPD,@Karl_Lauterbach Warum solche Angst vor Aussetzung der nichtsystemrelevanten Lohnarbeit? Das Geld für Lohnfortzahlung wäre doch ohne Zweifel vorhanden.,NEGATIVE
416,1362009573419287040,jensspahn,CDU_CSU,"@ElmarWerner @BMG_Bund @jensspahn @AstraZeneca Es wurde auf 1000 Personen runtergerechnet, glaub es waren 25.000 oder 35.000 Personen beteiligt. Naja egal. Jemand hat sich über 70% aufgeregt und ich wollte nur darlegen, dass die Rechnung stimmt.",NEUTRAL
417,1367777111109426944,dieLinke,LINKE,"@TiloJung @dieLinke Schlicht: Erschütternd! ...ich hätte mir ""kritische Auseinandersetzung"" mit Regierungshandeln mit mehr Sachkenntnis gewünscht. Was ist bloß aus der Qualität kritischer Debattenbeiträge der Partei @dieLinke zu Auslandseinsätzen der #Bundeswehr seit Paul Schäfer geworden?",NEGATIVE
418,1432448001407128064,c_lindner,FDP,@MrsLiberalina @c_lindner Eigentlich sollte Lindner das Bild auf seinem Account posten und nicht umgekehrt.   „@MrsLiberalina 🗽“,NEUTRAL
419,1438404248258108928,dieLinke,LINKE,@Katina_Schubert @spdde @dieLinke Die Geschichte zeigt: Mit euch gibt es weder Klimaschutz noch soziale Gerechtigkeit.,NEUTRAL
420,1464225668812754944,Karl_Lauterbach,SPD,"@Karl_Lauterbach Kann es sein, das ein kompletter logdown ab sofort bis 31.3.22 hilfreich und notwenidig waere ?",NEUTRAL
421,1447236359953993984,dieLinke,LINKE,@SusanneHennig @spdde @fdp @Die_Gruenen @dieLinke Ein Linker als Bundesratspräsident ist schlimmer als ein AfD Ministerpräsident in Thüringen,NEGATIVE
422,1425404357525348096,OlafScholz,SPD,@kreuzer_gregor @larsklingbeil @OlafScholz Die Grünen sind in 11 von 16 Landesregierungen. In NRW haben die Grünen in den letzten 30 Jahren bis auf eine kurze Episode immer den Umweltminister gestellt - und dabei haben dann Grüne fleißig Tagebaue und Kohlekraftwerke genehmigt. Galigrü,NEUTRAL
423,1371730424196701952,jensspahn,CDU_CSU,@Schmidtlepp @jensspahn SpahnScheuer,NEUTRAL
424,1389483204122398976,Ricarda_Lang,GRUENE,@christoffe01 @Sketchnotes_kw @Michabloss @Ricarda_Lang @theiskbt Fragen kann man auch mit einem Satzzeichen beenden.,NEUTRAL
425,1458460178421068032,Markus_Soeder,CDU_CSU,"@Markus_Soeder Setzen Sie sich bitte unbedingt auch für Offlabel Impfmöglichkeit U12 ein.  ASAP!  Es ist fatal, dass wir damit noch nicht offiziell loslegen können.",NEGATIVE
426,1469997876566798080,Karl_Lauterbach,SPD,"@freizeitgraf @Karl_Lauterbach Warum soll man nicht selbst über sein Leben bestimmen dürfen? Beim Alkohol-, Drogen-, Medikamentenmissbrauch mischt sich der Staat doch auch nicht ein. Warum impfen lassen, wenn es die Geimpften nicht immunisiert?",NEUTRAL
427,1375862360427094016,cducsubt,CDU_CSU,@CorneliusRoemer @parents4future @Karl_Lauterbach Alter Falter!!! Was sitzen da für Dilettanten in der #Bundesregierung. @cducsubt @spd @jensspahn #MPK nur noch beschämend!!,NEGATIVE
428,1428463916003299072,Karl_Lauterbach,SPD,"@kuckuk_g @Karl_Lauterbach Haben Sie als Geimpfter Angst vor mir? Haben Sie kein Vertrauen in die Impfung oder woher rührt das Ganze?  Oder einfach nur Bock sich moralisch daran aufzugeilen? Erklären Sie es mir, bin gespannt ;)",NEGATIVE
429,1376605401068802048,Karl_Lauterbach,SPD,@Julien45488545 @Karl_Lauterbach @FuestClemens Von wem? Von seiner Ex-Frau?,NEUTRAL
430,1442427161076542976,CDU,CDU_CSU,"@ClausStrunz @CDU @cducsubt @BILD Leck mich am arsch. Sie haben von Ostdeutschland tatsächlich keine Ahnung! Wenn ich Ihr vorgesetzter wäre, würde ich Sie wegen totaler Inkompetenz rausschmeißen!",NEGATIVE
431,1405779756562498048,Karl_Lauterbach,SPD,"@Neumann29055959 @Markus__Lanz @Karl_Lauterbach @maithi_nk @Markus_Soeder Fand nicht, daß es Gesülze war. Hier gings ja nicht um absurde Dinge wie Apfelkuchen :), hier gings um handfesten fiesen Rassismus gegen schwarze Jungs im Nationaltrikot",NEGATIVE
432,1413261834220670976,JuliaKloeckner,CDU_CSU,"@yoga_and_more @LoveGuerillero @JuliaKloeckner Ich bin bei dir, hoffe dass die CDU abgewählt wird, das verkaufen der Arten um ihrer Selbstwillen, ist das Hinterletzte, sie verkaufen Kinder, Enkel in der Hoffnung das letzte rauszuholen. Verteidigt wird durch Aufrüsten mit Waffen, die noch mehr Müll hinterlassen. #AKK",NEGATIVE
433,1378015451217867008,jensspahn,CDU_CSU,Jenser mach mich vakziniert jetz @jensspahn  https://t.co/kmA3S9Fd3a,NEUTRAL
434,1425464166396177920,CDU,CDU_CSU,"@BurgerBenDecker @welt @CDU Da ist noch Luft nach unten, wenn die CDU nicht gegensteuert. Aber wie soll sie das tun außer auf den Knien den Söder zu bitten doch anzutreten? Kandidat ist eine Nullnummer, das Programm nichtssagend, die Plakate eine Lachnummer und im ÖRR hat man auch keine Freunde.",NEGATIVE
435,1454777339817210112,CDU,CDU_CSU,"@UMauerblumchen @CDU Klar, so geht ""Erneuerung""  bei der CDU - einen fast 70jährigen,der  sein ganzes ""politisches Leben ""lang nichts geworden ist, mit der Zukunft der Partei betrauen.. immer schön rückwärts, CDU- hoffentlich kriegt ihr von den Wählern bei den nächsten Wahlen die  passende Antwort..",NEGATIVE
436,1426205953607802880,Karl_Lauterbach,SPD,"@jnswin @Hornschild @MarianBracht @Karl_Lauterbach Das hat er irgendwann hinzugefügt, als er gemerkt hat, dass er dabei ist sich zu blamieren. Bis dahin ging es um PKWs. Kann man sich im Originalvideo leicht von überzeugen",NEGATIVE
437,1466328966235632128,GoeringEckardt,GRUENE,@GoeringEckardt Zeit für sowas ?  https://t.co/5geaoFDTsd,NEUTRAL
438,1385865336227077888,ArminLaschet,CDU_CSU,@josef_ferdinand @CDU @ArminLaschet @3nach9 Oder einfach weiter die primären Lobbygruppen unterstützen statt schnell und entschlossen zu handeln. Danke dafür 👍🏼,POSITIVE
439,1411622236205761024,ArminLaschet,CDU_CSU,"@kualii14 @sduwe @ndr @tagesschau @ver_jorg @DJVde @ArminLaschet Armin ist leider ein eierloses Würstchen, der lieber zu allem die Klappe hält. Wenn der Kanzler wird, dann nur wegen derer, die schon immer CDU gewählt haben.",NEGATIVE
440,1421551841070964992,Alice_Weidel,AFD,"@stadtkindd @dunjahayali Frau @Alice_Weidel machte auch keine gute Figur im Zeit Interview, wo es um die Klimaerwärmung ging. Hier ignorierte sie auch immer einfach alles und leugnet alles ab.  Da hilft nur die Gegenkoalition zu wählen, mit der sie zusammen arbeiten müsste. #b3107 klar für Impfung!",NEGATIVE
441,1359124000002162944,fdpbt,FDP,"@c_lindner @fdpbt Ob dieser Plan das Gelbe vom Ei ist, wird sich hoffentlich herausstellen. Der Ansatz ist richtig. Bürger brauchen eine Perspektive. Und „wenn - dann“ Anreize unterstützen die Motivation. Anderswo soll das einfache Konzept mit roten und grünen Zonen gut funktioniert zu haben.",POSITIVE
442,1362802692209352960,b_riexinger,LINKE,"@IngoHeinscher @Mirjam_Fischer @b_riexinger @AchimKesslerMdB @JSchalauske @BioNTech_Group Das Problem ist die Qualität der Laboratorien, bei einer Freigabe könnten Dan die Impfstoffe in hierfür nicht qualifizierten Laboratorien hergestellt werden, mit eventuell unangenehmen Folgen.",NEGATIVE
443,1464151490914921984,Karl_Lauterbach,SPD,@Karl_Lauterbach Bist du B. Hindert?,NEGATIVE
444,1362644692844830976,b_riexinger,LINKE,"@Virgosingularis @Fazer_DDorf @b_riexinger @janfleischhauer @BioNTech_Group Daraus den Schluss zu ziehen, es sei sowieso alles staatlich ist kindlich &amp; strotzt vor Ahnungslosigkeit. Als wenn Uni keine Gelder aus der privaten Wirtschaft bekämen und es keine Steuern geben würde.",NEGATIVE
445,1470101028838256896,Karl_Lauterbach,SPD,@Karl_Lauterbach Wie erbärmlich ist das auf Einzelne einzugehen  Lauterbach du S..,NEGATIVE
446,1451847056813871104,ArminLaschet,CDU_CSU,@CDU @ArminLaschet Endlich G2 ??,NEUTRAL
447,1432380160343485952,CDU,CDU_CSU,"Reboot unserer Ämter und Verwaltungen. @CDU  @CSU  @spdbt  @Die_Gruenen  @dieLinke   Digitalisierung kommt nicht von allein. Klar es schützt meinen Arbeitsplatz, doch wie lange wollen wir diese unnötige Arbeit weiter mitmachen?",NEGATIVE
448,1372504352871617024,HBraun,CDU_CSU,@FrauRektorin @KM_BW @RegierungBW @FraktionGruenBW @CDU_BW @CDU @mannelucha @HBraun @RegSprecher @SWRAktuellBW Tschüss Sommer  https://t.co/PdXO3xgSsB,NEUTRAL
449,1425382105614257920,StBrandner,AFD,"@APVogt @AfDimBundestag @StBrandner Und wie wird ein Stellvertreterposten ""bestimmt"" ?  Durch eine Wahl, oder etwa nicht. Und jetzt wollen Sie eine Diktatur haben, dass jemand gezwungen wird eine andere ""Stimme"" einzunehmen?  Ich dachte Sie und die #AfD will einen Rechtsstaat haben.",NEGATIVE
450,1359537234324692992,BriHasselmann,GRUENE,"@Andre982020 @BerlinerNotizen @BriHasselmann @OlafScholz Aber nur bei bestimmten Themen, sonst ist von denen nicht viel zu sehen.",NEUTRAL
451,1446837851681865984,Karl_Lauterbach,SPD,@1900HO @Karl_Lauterbach @JanJosefLiefers Kann keine Hetze erkennen. Was meinen Sie?,NEGATIVE
452,1405636618183193088,fdp,FDP,@DFoest @fdp Ich bin ja nicht schwul und aus der FDP ausgetreten. Aber ich wiederhole mich.,NEUTRAL
453,1458885214474838016,PaulZiemiak,CDU_CSU,"@PaulZiemiak Ich fasse es nicht, wie kann man nur so einen Tweet absetzten? Paul, Du hältst doch wohl alle für dement und dumm? So wird es auch in 4 Jahren nicht klappen…",NEGATIVE
454,1467080305332956928,SWagenknecht,LINKE,@Kaese_Brot86 @kerstinPe3 @SWagenknecht Können sie akzeptieren daß Meinungen kritisiert werden dürfen?,NEUTRAL
455,1371888395811705088,jensspahn,CDU_CSU,"Ey ich bin so pissig ganz ehrlich. Hätte morgen Impftermin. Wurde natürlich abgesagt, anstatt einfach einen von den anderen VERFICKTEN Impfstoffen zu nehmen, nein erstmal ALLE Termine absagen. Bravo @jensspahn 👏🏼👏🏼👏🏼",NEGATIVE
456,1461640737125241088,c_lindner,FDP,"@pepemar79565814 @feldafinger @ChristophBeisl1 @c_lindner ja, eine Impfpflicht führt zu gar nichts. Es gibt ja keinen Impfzwang. Das ginge auch gar nicht. Insofern ist das eine Scheindiskussion",NEGATIVE
